"FuMOD" "Fu"
"Gene03094" "FIG00799437: hypothetical protein"
"Gene03095" "FIG00799438: hypothetical protein"
"Gene03096" "FIG00799447: hypothetical protein"
"Gene03097" "FIG00799453: hypothetical protein"
"Gene03098" "FIG00799465: hypothetical protein"
"Gene03099" "FIG00799473: hypothetical protein"
"Gene03100" "FIG00799478: hypothetical protein"
"Gene03101" "FIG00799488: hypothetical protein"
"Gene03102" "FIG00799492: hypothetical protein"
"Gene03103" "FIG00799498: hypothetical protein"
"Gene03104" "FIG00799503: hypothetical protein"
"Gene03105" "FIG00799510: hypothetical protein"
"Gene03106" "FIG00799513: hypothetical protein"
"Gene03107" "FIG00799519: hypothetical protein"
"Gene03108" "FIG00799526: hypothetical protein"
"Gene03109" "FIG00799528: hypothetical protein"
"Gene03110" "FIG00799529: hypothetical protein"
"Gene03111" "FIG00799534: hypothetical protein"
"Gene03112" "FIG00799535: hypothetical protein"
"Gene03113" "FIG00799538: hypothetical protein"
"Gene03114" "FIG00799543: hypothetical protein"
"Gene03115" "FIG00799552: hypothetical protein"
"Gene03116" "FIG00799555: hypothetical protein"
"Gene03117" "FIG00799563: hypothetical protein"
"Gene03118" "FIG00799566: hypothetical protein"
"Gene03119" "FIG00799567: hypothetical protein"
"Gene03120" "FIG00799569: hypothetical protein"
"Gene03121" "FIG00799571: hypothetical protein"
"Gene03122" "FIG00799576: hypothetical protein"
"Gene03123" "FIG00799580: hypothetical protein"
"Gene03124" "FIG00799581: hypothetical protein"
"Gene03125" "FIG00799583: hypothetical protein"
"Gene03126" "FIG00799584: hypothetical protein"
"Gene03127" "FIG00799590: hypothetical protein"
"Gene03128" "FIG00799591: hypothetical protein"
"Gene03129" "FIG00799592: hypothetical protein"
"Gene03130" "FIG00799596: hypothetical protein"
"Gene03131" "FIG00799597: hypothetical protein"
"Gene03132" "FIG00799607: hypothetical protein"
"Gene03133" "FIG00799615: hypothetical protein"
"Gene03134" "FIG00799617: hypothetical protein"
"Gene03135" "FIG00799620: hypothetical protein"
"Gene03136" "FIG00799637: hypothetical protein"
"Gene03137" "FIG00799640: hypothetical protein"
"Gene03138" "FIG00799643: hypothetical protein"
"Gene03139" "FIG00799644: hypothetical protein"
"Gene03140" "FIG00799646: hypothetical protein"
"Gene03141" "FIG00799650: hypothetical protein"
"Gene03142" "FIG00799651: hypothetical protein"
"Gene03143" "FIG00799654: hypothetical protein"
"Gene03144" "FIG00799655: hypothetical protein"
"Gene03145" "FIG00799656: hypothetical protein"
"Gene03146" "FIG00799661: hypothetical protein"
"Gene03147" "FIG00799663: hypothetical protein"
"Gene03148" "FIG00799666: hypothetical protein"
"Gene03149" "FIG00799677: hypothetical protein"
"Gene03150" "FIG00799694: hypothetical protein"
"Gene03151" "FIG00799695: hypothetical protein"
"Gene03152" "FIG00799703: hypothetical protein"
"Gene03153" "FIG00799706: hypothetical protein"
"Gene03154" "FIG00799707: hypothetical protein"
"Gene03155" "FIG00799711: hypothetical protein"
"Gene03156" "FIG00799717: hypothetical protein"
"Gene03157" "FIG00799718: hypothetical protein"
"Gene03158" "FIG00799721: hypothetical protein"
"Gene03159" "FIG00799722: hypothetical protein"
"Gene03160" "FIG00799729: hypothetical protein"
"Gene03161" "FIG00799733: hypothetical protein"
"Gene03162" "FIG00799739: hypothetical protein"
"Gene03163" "FIG00799742: hypothetical protein"
"Gene03164" "FIG00799745: hypothetical protein"
"Gene03165" "FIG00799746: hypothetical protein"
"Gene03166" "FIG00799748: hypothetical protein"
"Gene03167" "FIG00799753: hypothetical protein"
"Gene03168" "FIG00799755: hypothetical protein"
"Gene03169" "FIG00799757: hypothetical protein"
"Gene03170" "FIG00799759: hypothetical protein"
"Gene03171" "FIG00799767: hypothetical protein"
"Gene03172" "FIG00799768: hypothetical protein"
"Gene03173" "FIG00799772: hypothetical protein"
"Gene03174" "FIG00799779: hypothetical protein"
"Gene03175" "FIG00799780: hypothetical protein"
"Gene03176" "FIG00799783: hypothetical protein"
"Gene03177" "FIG00799791: hypothetical protein"
"Gene03178" "FIG00799792: hypothetical protein"
"Gene03179" "FIG00799811: hypothetical protein"
"Gene03180" "FIG00799813: hypothetical protein"
"Gene03181" "FIG00799817: hypothetical protein"
"Gene03182" "FIG00799821: hypothetical protein"
"Gene03183" "FIG00799829: hypothetical protein"
"Gene03184" "FIG00799832: hypothetical protein"
"Gene03185" "FIG00799833: hypothetical protein"
"Gene03186" "FIG00799835: hypothetical protein"
"Gene03187" "FIG00799841: hypothetical protein"
"Gene03188" "FIG00799842: hypothetical protein"
"Gene03189" "FIG00799844: hypothetical protein"
"Gene03190" "FIG00799845: hypothetical protein"
"Gene03191" "FIG00799851: hypothetical protein"
"Gene03192" "FIG00799853: hypothetical protein"
"Gene03193" "FIG00799855: hypothetical protein"
"Gene03194" "FIG00799859: hypothetical protein"
"Gene03195" "FIG00799864: hypothetical protein"
"Gene03196" "FIG00799865: hypothetical protein"
"Gene03197" "FIG00799880: hypothetical protein"
"Gene03198" "FIG00799881: hypothetical protein"
"Gene03199" "FIG00799884: hypothetical protein"
"Gene03200" "FIG00799888: hypothetical protein"
"Gene03201" "FIG00799893: hypothetical protein"
"Gene03202" "FIG00799895: hypothetical protein"
"Gene03203" "FIG00799896: hypothetical protein"
"Gene03204" "FIG00799899: hypothetical protein"
"Gene03205" "FIG00799903: hypothetical protein"
"Gene03206" "FIG00799906: hypothetical protein"
"Gene03207" "FIG00799914: hypothetical protein"
"Gene03208" "FIG00799916: hypothetical protein"
"Gene03209" "FIG00799921: hypothetical protein"
"Gene03210" "FIG00799922: hypothetical protein"
"Gene03211" "FIG00799933: hypothetical protein"
"Gene03212" "FIG00799935: hypothetical protein"
"Gene03213" "FIG00799936: hypothetical protein"
"Gene03214" "FIG00799939: hypothetical protein"
"Gene03215" "FIG00799941: hypothetical protein"
"Gene03216" "FIG00799942: hypothetical protein"
"Gene03217" "FIG00799948: hypothetical protein"
"Gene03218" "FIG00799950: hypothetical protein"
"Gene03219" "FIG00799952: hypothetical protein"
"Gene03220" "FIG00799953: hypothetical protein"
"Gene03221" "FIG00799962: hypothetical protein"
"Gene03222" "FIG00799966: hypothetical protein"
"Gene03223" "FIG00799968: hypothetical protein"
"Gene03224" "FIG00799969: hypothetical protein"
"Gene03225" "FIG00799973: hypothetical protein"
"Gene03226" "FIG00799976: hypothetical protein"
"Gene03227" "FIG00799982: hypothetical protein"
"Gene03228" "FIG00799983: hypothetical protein"
"Gene03229" "FIG00799990: hypothetical protein"
"Gene03230" "FIG00799996: hypothetical protein"
"Gene03231" "FIG00800005: hypothetical protein"
"Gene03232" "FIG00800009: hypothetical protein"
"Gene03233" "FIG00800011: hypothetical protein"
"Gene03234" "FIG00800027: hypothetical protein"
"Gene03235" "FIG00800028: hypothetical protein"
"Gene03236" "FIG00800030: hypothetical protein"
"Gene03237" "FIG00800035: hypothetical protein"
"Gene03238" "FIG00800036: hypothetical protein"
"Gene03239" "FIG00800037: hypothetical protein"
"Gene03240" "FIG00800038: hypothetical protein"
"Gene03241" "FIG00800047: hypothetical protein"
"Gene03242" "FIG00800049: hypothetical protein"
"Gene03243" "FIG00800052: hypothetical protein"
"Gene03244" "FIG00800054: hypothetical protein"
"Gene03245" "FIG00800058: hypothetical protein"
"Gene03246" "FIG00800063: hypothetical protein"
"Gene03247" "FIG00800064: hypothetical protein"
"Gene03248" "FIG00800068: hypothetical protein"
"Gene03249" "FIG00800070: hypothetical protein"
"Gene03250" "FIG00800079: hypothetical protein"
"Gene03251" "FIG00800105: hypothetical protein"
"Gene03252" "FIG00800106: hypothetical protein"
"Gene03253" "FIG00800107: hypothetical protein"
"Gene03254" "FIG00800111: hypothetical protein"
"Gene03255" "FIG00800112: hypothetical protein"
"Gene03256" "FIG00800114: hypothetical protein"
"Gene03257" "FIG00800117: hypothetical protein"
"Gene03258" "FIG00800121: hypothetical protein"
"Gene03259" "FIG00800122: hypothetical protein"
"Gene03260" "FIG00800140: hypothetical protein"
"Gene03261" "FIG00800145: hypothetical protein"
"Gene03262" "FIG00800151: hypothetical protein"
"Gene03263" "FIG00800152: hypothetical protein"
"Gene03264" "FIG00800154: hypothetical protein"
"Gene03265" "FIG00800161: hypothetical protein"
"Gene03266" "FIG00800164: hypothetical protein"
"Gene03267" "FIG00800167: hypothetical protein"
"Gene03268" "FIG00800173: hypothetical protein"
"Gene03269" "FIG00800178: hypothetical protein"
"Gene03270" "FIG00800183: hypothetical protein"
"Gene03271" "FIG00800184: hypothetical protein"
"Gene03272" "FIG00800192: hypothetical protein"
"Gene03273" "FIG00800193: hypothetical protein"
"Gene03274" "FIG00800194: hypothetical protein"
"Gene03275" "FIG00800197: hypothetical protein"
"Gene03276" "FIG00800203: hypothetical protein"
"Gene03277" "FIG00800209: hypothetical protein"
"Gene03278" "FIG00800214: hypothetical protein"
"Gene03279" "FIG00800217: hypothetical protein"
"Gene03280" "FIG00800218: hypothetical protein"
"Gene03281" "FIG00800221: hypothetical protein"
"Gene03282" "FIG00800223: hypothetical protein"
"Gene03283" "FIG00800229: hypothetical protein"
"Gene03284" "FIG00800233: hypothetical protein"
"Gene03285" "FIG00800236: hypothetical protein"
"Gene03286" "FIG00800239: hypothetical protein"
"Gene03287" "FIG00800241: hypothetical protein"
"Gene03288" "FIG00800246: hypothetical protein"
"Gene03289" "FIG00800247: hypothetical protein"
"Gene03290" "FIG00800252: hypothetical protein"
"Gene03291" "FIG00800260: hypothetical protein"
"Gene03292" "FIG00800262: hypothetical protein"
"Gene03293" "FIG00800267: hypothetical protein"
"Gene03294" "FIG00800270: hypothetical protein"
"Gene03295" "FIG00800272: hypothetical protein"
"Gene03296" "FIG00800274: hypothetical protein"
"Gene03297" "FIG00800276: hypothetical protein"
"Gene03298" "FIG00800277: hypothetical protein"
"Gene03299" "FIG00800278: hypothetical protein"
"Gene03300" "FIG00800279: hypothetical protein"
"Gene03301" "FIG00800281: hypothetical protein"
"Gene03302" "FIG00800285: hypothetical protein"
"Gene03303" "FIG00800287: hypothetical protein"
"Gene03304" "FIG00800288: hypothetical protein"
"Gene03305" "FIG00800290: hypothetical protein"
"Gene03306" "FIG00800294: hypothetical protein"
"Gene03307" "FIG00800295: hypothetical protein"
"Gene03308" "FIG00800301: hypothetical protein"
"Gene03309" "FIG00800304: hypothetical protein"
"Gene03310" "FIG00800305: hypothetical protein"
"Gene03311" "FIG00800307: hypothetical protein"
"Gene03312" "FIG00800320: hypothetical protein"
"Gene03313" "FIG00800324: hypothetical protein"
"Gene03314" "FIG00800333: hypothetical protein"
"Gene03315" "FIG00800336: hypothetical protein"
"Gene03316" "FIG00800337: hypothetical protein"
"Gene03317" "FIG00800342: hypothetical protein"
"Gene03318" "FIG00800346: hypothetical protein"
"Gene03319" "FIG00800347: hypothetical protein"
"Gene03320" "FIG00800349: hypothetical protein"
"Gene03321" "FIG00800355: hypothetical protein"
"Gene03322" "FIG00800358: hypothetical protein"
"Gene03323" "FIG00800368: hypothetical protein"
"Gene03324" "FIG00800376: hypothetical protein"
"Gene03325" "FIG00800382: hypothetical protein"
"Gene03326" "FIG00800385: hypothetical protein"
"Gene03327" "FIG00800394: hypothetical protein"
"Gene03328" "FIG00800397: hypothetical protein"
"Gene03329" "FIG00800404: hypothetical protein"
"Gene03330" "FIG00800405: hypothetical protein"
"Gene03331" "FIG00800407: hypothetical protein"
"Gene03332" "FIG00800413: hypothetical protein"
"Gene03333" "FIG00800418: hypothetical protein"
"Gene03334" "FIG00800420: hypothetical protein"
"Gene03335" "FIG00800422: hypothetical protein"
"Gene03336" "FIG00800425: hypothetical protein"
"Gene03337" "FIG00800435: hypothetical protein"
"Gene03338" "FIG00800437: hypothetical protein"
"Gene03339" "FIG00800440: hypothetical protein"
"Gene03340" "FIG00800444: hypothetical protein"
"Gene03341" "FIG00800445: hypothetical protein"
"Gene03342" "FIG00800451: hypothetical protein"
"Gene03343" "FIG00800454: hypothetical protein"
"Gene03344" "FIG00800456: hypothetical protein"
"Gene03345" "FIG00800458: hypothetical protein"
"Gene03346" "FIG00800469: hypothetical protein"
"Gene03347" "FIG00800470: hypothetical protein"
"Gene03348" "FIG00800487: hypothetical protein"
"Gene03349" "FIG00800492: hypothetical protein"
"Gene03350" "FIG00800503: hypothetical protein"
"Gene03351" "FIG00800504: hypothetical protein"
"Gene03352" "FIG00800505: hypothetical protein"
"Gene03353" "FIG00800508: hypothetical protein"
"Gene03354" "FIG00800510: hypothetical protein"
"Gene03355" "FIG00800511: hypothetical protein"
"Gene03356" "FIG00800515: hypothetical protein"
"Gene03357" "FIG00800525: hypothetical protein"
"Gene03358" "FIG00800532: hypothetical protein"
"Gene03359" "FIG00800546: hypothetical protein"
"Gene03360" "FIG00800547: hypothetical protein"
"Gene03361" "FIG00800548: hypothetical protein"
"Gene03362" "FIG00800551: hypothetical protein"
"Gene03363" "FIG00800559: hypothetical protein"
"Gene03364" "FIG00800567: hypothetical protein"
"Gene03365" "FIG00800569: hypothetical protein"
"Gene03366" "FIG00800571: hypothetical protein"
"Gene03367" "FIG00800577: hypothetical protein"
"Gene03368" "FIG00800585: hypothetical protein"
"Gene03369" "FIG00800586: hypothetical protein"
"Gene03370" "FIG00800592: hypothetical protein"
"Gene03371" "FIG00800600: hypothetical protein"
"Gene03372" "FIG00800602: hypothetical protein"
"Gene03373" "FIG00800609: hypothetical protein"
"Gene03374" "FIG00800611: hypothetical protein"
"Gene03375" "FIG00800612: hypothetical protein"
"Gene03376" "FIG00800615: hypothetical protein"
"Gene03377" "FIG00800623: hypothetical protein"
"Gene03378" "FIG00800626: hypothetical protein"
"Gene03379" "FIG00800632: hypothetical protein"
"Gene03380" "FIG00800634: hypothetical protein"
"Gene03381" "FIG00800641: hypothetical protein"
"Gene03382" "FIG00800642: hypothetical protein"
"Gene03383" "FIG00800644: hypothetical protein"
"Gene03384" "FIG00800658: hypothetical protein"
"Gene03385" "FIG00800670: hypothetical protein"
"Gene03386" "FIG00800676: hypothetical protein"
"Gene03387" "FIG00800681: hypothetical protein"
"Gene03388" "FIG00800685: hypothetical protein"
"Gene03389" "FIG00800689: hypothetical protein"
"Gene03390" "FIG00800693: hypothetical protein"
"Gene03391" "FIG00800698: hypothetical protein"
"Gene03392" "FIG00800707: hypothetical protein"
"Gene03393" "FIG00800710: hypothetical protein"
"Gene03394" "FIG00800730: hypothetical protein"
"Gene03395" "FIG00800732: hypothetical protein"
"Gene03396" "FIG00800734: hypothetical protein"
"Gene03397" "FIG00800740: hypothetical protein"
"Gene03398" "FIG00800747: hypothetical protein"
"Gene03399" "FIG00800759: hypothetical protein"
"Gene03400" "FIG00800765: hypothetical protein"
"Gene03401" "FIG00800766: hypothetical protein"
"Gene03402" "FIG00800767: hypothetical protein"
"Gene03403" "FIG00800779: hypothetical protein"
"Gene03404" "FIG00800780: hypothetical protein"
"Gene03405" "FIG00800782: hypothetical protein"
"Gene03406" "FIG00800783: hypothetical protein"
"Gene03407" "FIG00800787: hypothetical protein"
"Gene03408" "FIG00800793: hypothetical protein"
"Gene03409" "FIG00800798: hypothetical protein"
"Gene03410" "FIG00800799: hypothetical protein"
"Gene03411" "FIG00800808: hypothetical protein"
"Gene03412" "FIG00800813: hypothetical protein"
"Gene03413" "FIG00800815: hypothetical protein"
"Gene03414" "FIG00800823: hypothetical protein"
"Gene03415" "FIG00800824: hypothetical protein"
"Gene03416" "FIG00800828: hypothetical protein"
"Gene03417" "FIG00800838: hypothetical protein"
"Gene03418" "FIG00800839: hypothetical protein"
"Gene03419" "FIG00800840: hypothetical protein"
"Gene03420" "FIG00800842: hypothetical protein"
"Gene03421" "FIG00800843: hypothetical protein"
"Gene03422" "FIG00800853: hypothetical protein"
"Gene03423" "FIG00800859: hypothetical protein"
"Gene03424" "FIG00800871: hypothetical protein"
"Gene03425" "FIG00800872: hypothetical protein"
"Gene03426" "FIG00800878: hypothetical protein"
"Gene03427" "FIG00800882: hypothetical protein"
"Gene03428" "FIG00800884: hypothetical protein"
"Gene03429" "FIG00800887: hypothetical protein"
"Gene03430" "FIG00800888: hypothetical protein"
"Gene03431" "FIG00800889: hypothetical protein"
"Gene03432" "FIG00800892: hypothetical protein"
"Gene03433" "FIG00800903: hypothetical protein"
"Gene03434" "FIG00800905: hypothetical protein"
"Gene03435" "FIG00800907: hypothetical protein"
"Gene03436" "FIG00800909: hypothetical protein"
"Gene03437" "FIG00800919: hypothetical protein"
"Gene03438" "FIG00800921: hypothetical protein"
"Gene03439" "FIG00800923: hypothetical protein"
"Gene03440" "FIG00800929: hypothetical protein"
"Gene03441" "FIG00800937: hypothetical protein"
"Gene03442" "FIG00800962: hypothetical protein"
"Gene03443" "FIG00800963: hypothetical protein"
"Gene03444" "FIG00800976: hypothetical protein"
"Gene03445" "FIG00800978: hypothetical protein"
"Gene03446" "FIG00800979: hypothetical protein"
"Gene03447" "FIG00800983: hypothetical protein"
"Gene03448" "FIG00800988: hypothetical protein"
"Gene03449" "FIG00800993: hypothetical protein"
"Gene03450" "FIG00801020: hypothetical protein"
"Gene03451" "FIG00801023: hypothetical protein"
"Gene03452" "FIG00801026: hypothetical protein"
"Gene03453" "FIG00801036: hypothetical protein"
"Gene03454" "FIG00801037: hypothetical protein"
"Gene03455" "FIG00801042: hypothetical protein"
"Gene03456" "FIG00801047: hypothetical protein"
"Gene03457" "FIG00801055: hypothetical protein"
"Gene03458" "FIG00801064: hypothetical protein"
"Gene03459" "FIG00801074: hypothetical protein"
"Gene03460" "FIG00801075: hypothetical protein"
"Gene03461" "FIG00801076: hypothetical protein"
"Gene03462" "FIG00801078: hypothetical protein"
"Gene03463" "FIG00801079: hypothetical protein"
"Gene03464" "FIG00801080: hypothetical protein"
"Gene03465" "FIG00801082: hypothetical protein"
"Gene03466" "FIG00801086: hypothetical protein"
"Gene03467" "FIG00801090: hypothetical protein"
"Gene03468" "FIG00801091: hypothetical protein"
"Gene03469" "FIG00801096: hypothetical protein"
"Gene03470" "FIG00801097: hypothetical protein"
"Gene03471" "FIG00801105: hypothetical protein"
"Gene03472" "FIG00801106: hypothetical protein"
"Gene03473" "FIG00801110: hypothetical protein"
"Gene03474" "FIG00801120: hypothetical protein"
"Gene03475" "FIG00801121: hypothetical protein"
"Gene03476" "FIG00801126: hypothetical protein"
"Gene03477" "FIG00801127: hypothetical protein"
"Gene03478" "FIG00801129: hypothetical protein"
"Gene03479" "FIG00801130: hypothetical protein"
"Gene03480" "FIG00801157: hypothetical protein"
